Server_ID,Timestamp,CPU_Usage_Pct,Memory_Usage_GB,Cost_USD,Subscription_Type_Enterprise,Subscription_Type_Free-Tier,Subscription_Type_Pay-As-You-Go,Subscription_Type_Student,Status_Active,Status_Idle
MS-SRV-931,2026-01-02 23:00:00,48.25147530367448,29.0,281.6540559099149,False,True,False,False,True,False
MS-SRV-619,2026-01-03 00:00:00,66.48566862387273,60.0,476.0532987245456,False,False,False,True,False,True
MS-SRV-536,2026-01-03 01:00:00,49.55680728648963,71.0,378.6580982760991,False,False,True,False,True,False
MS-SRV-540,2026-01-03 02:00:00,66.39455129204543,63.0,8.769436382972973,False,False,True,False,True,False
MS-SRV-715,2026-01-03 03:00:00,52.5234365827716,81.0,472.1913136149032,True,False,False,False,True,False
MS-SRV-394,2026-01-03 04:00:00,59.428591864975125,102.0,437.4845422543339,True,False,False,False,True,False
MS-SRV-850,2026-01-03 05:00:00,50.214437743743645,39.0,276.3794655378549,False,False,False,True,True,False
MS-SRV-429,2026-01-03 06:00:00,75.64627068905075,45.0,251.15033325513485,False,False,True,False,True,False
MS-SRV-536,2026-01-03 07:00:00,38.04797665394271,56.0,120.7983818681426,False,False,False,True,True,False
MS-SRV-603,2026-01-03 09:00:00,82.18221883501018,38.0,175.04073228586705,True,False,False,False,True,False
MS-SRV-427,2026-01-03 10:00:00,51.9078737499965,100.0,67.04738428239204,False,False,True,False,True,False
MS-SRV-715,2026-01-03 11:00:00,55.476823077998,51.0,402.8537691581723,False,False,True,False,True,False
MS-SRV-400,2026-01-03 12:00:00,93.06877998420975,57.0,360.11070248080966,True,False,False,False,True,False
MS-SRV-612,2026-01-03 13:00:00,89.61300084544169,53.0,14.591276648900315,True,False,False,False,True,False
MS-SRV-728,2026-01-03 14:00:00,73.43158999681566,93.0,204.31071387853743,False,False,True,False,False,True
MS-SRV-462,2026-01-03 15:00:00,20.390405861879252,64.0,13.849582029198263,False,True,False,False,True,False
MS-SRV-373,2026-01-03 17:00:00,93.80896199338824,14.0,110.8463390384398,False,False,True,False,True,False
MS-SRV-860,2026-01-03 18:00:00,44.5887303449936,21.0,316.6783797315275,True,False,False,False,True,False
MS-SRV-303,2026-01-03 19:00:00,41.42035064560595,63.0,444.7606836396461,False,True,False,False,True,False
MS-SRV-563,2026-01-03 20:00:00,85.99702434899052,105.0,128.88241246961547,False,False,True,False,True,False
MS-SRV-965,2026-01-03 21:00:00,15.513267323570693,20.0,243.46432278004923,True,False,False,False,True,False
MS-SRV-776,2026-01-03 23:00:00,78.83256404827428,21.0,202.35194383430985,True,False,False,False,False,True
MS-SRV-992,2026-01-04 00:00:00,12.21641348494911,112.0,269.3856157200317,True,False,False,False,True,False
MS-SRV-803,2026-01-04 01:00:00,66.74149274054379,63.0,38.067384158455226,False,False,False,True,True,False
MS-SRV-375,2026-01-04 02:00:00,25.874226697329437,127.0,249.0394267379269,False,False,True,False,True,False
MS-SRV-519,2026-01-04 04:00:00,93.17988479453037,107.0,414.06531752471307,False,False,True,False,True,False
MS-SRV-642,2026-01-04 05:00:00,73.60611650474047,14.0,210.7116742265926,False,False,True,False,True,False
MS-SRV-110,2026-01-04 06:00:00,24.11505144042835,62.0,339.24759102786913,False,False,False,True,True,False
MS-SRV-599,2026-01-04 07:00:00,32.14742851116217,111.0,294.2976321429413,False,False,True,False,False,True
MS-SRV-715,2026-01-04 08:00:00,13.980723971102844,100.0,199.2415379480667,True,False,False,False,True,False
MS-SRV-376,2026-01-04 09:00:00,92.20681499126832,81.0,319.1952835814466,True,False,False,False,True,False
MS-SRV-876,2026-01-04 10:00:00,47.90649372249664,109.0,10.106130530689692,False,False,False,True,True,False
MS-SRV-954,2026-01-04 11:00:00,69.000995791619,117.0,27.582614178778517,False,False,True,False,True,False
MS-SRV-478,2026-01-04 12:00:00,62.47719363595777,107.0,397.66942188316415,False,False,True,False,True,False
MS-SRV-894,2026-01-04 13:00:00,22.94619746518867,69.0,14.01190510052372,True,False,False,False,True,False
MS-SRV-599,2026-01-04 14:00:00,14.479366859977372,66.0,278.9861157414147,True,False,False,False,True,False
MS-SRV-955,2026-01-04 15:00:00,69.10088510607571,63.0,172.52820812734916,False,False,False,True,True,False
MS-SRV-786,2026-01-04 16:00:00,84.79293283690815,90.0,285.7977814619951,False,False,True,False,True,False
MS-SRV-147,2026-01-04 17:00:00,28.913819878184267,15.0,272.7093116324106,False,True,False,False,True,False
MS-SRV-841,2026-01-04 18:00:00,40.32927233426545,37.0,27.54282584388689,False,False,True,False,True,False
MS-SRV-314,2026-01-04 19:00:00,83.88210568990876,63.0,484.2937087559304,False,False,True,False,True,False
MS-SRV-237,2026-01-04 20:00:00,68.10515012446908,38.0,169.9491861922768,False,False,True,False,True,False
MS-SRV-785,2026-01-04 21:00:00,51.94481909191323,63.0,93.63448440649071,False,False,True,False,False,True
MS-SRV-486,2026-01-04 22:00:00,95.79610356239304,47.0,16.53773929602925,False,False,True,False,True,False
MS-SRV-502,2026-01-04 23:00:00,85.70249449513163,12.0,270.99582587800927,False,False,True,False,False,True
MS-SRV-670,2026-01-05 00:00:00,44.02728043659335,96.0,465.5430789888934,True,False,False,False,True,False
MS-SRV-339,2026-01-05 01:00:00,36.72649654306656,14.0,123.31452287292744,True,False,False,False,True,False
MS-SRV-192,2026-01-05 02:00:00,60.52869717909861,81.0,111.02949835396154,False,False,True,False,True,False
MS-SRV-607,2026-01-05 03:00:00,51.32165349297932,69.0,395.47895361564144,False,True,False,False,True,False
MS-SRV-494,2026-01-05 04:00:00,61.80850313526656,98.0,297.1302096080463,False,False,True,False,True,False
MS-SRV-725,2026-01-05 05:00:00,24.61782114303277,70.0,358.0547138811806,False,False,True,False,True,False
MS-SRV-578,2026-01-05 06:00:00,14.240144589148665,124.0,242.20811658565864,False,False,True,False,True,False
MS-SRV-519,2026-01-05 07:00:00,94.4521366187928,31.0,0.0,False,False,True,False,True,False
MS-SRV-103,2026-01-05 09:00:00,39.3891285549352,61.0,96.8890868223074,False,False,True,False,False,True
MS-SRV-951,2026-01-05 10:00:00,22.794234013053117,13.0,479.4130350972642,False,False,False,True,True,False
MS-SRV-440,2026-01-05 11:00:00,30.800085503817797,26.0,317.6969225227902,False,False,True,False,True,False
MS-SRV-403,2026-01-05 12:00:00,87.59096033021733,69.0,253.42599121705103,False,False,True,False,True,False
MS-SRV-626,2026-01-05 13:00:00,80.87922333975547,38.0,103.0922595936763,False,False,True,False,True,False
MS-SRV-350,2026-01-05 14:00:00,15.359921199683196,83.0,142.19608914783882,True,False,False,False,True,False
MS-SRV-809,2026-01-05 15:00:00,55.63218608832614,30.0,336.5684039445848,True,False,False,False,True,False
MS-SRV-605,2026-01-05 16:00:00,15.423340688780051,121.0,399.80598105049165,True,False,False,False,True,False
MS-SRV-297,2026-01-05 17:00:00,13.242398040341714,105.0,329.68268932649386,False,False,True,False,True,False
MS-SRV-732,2026-01-05 18:00:00,88.44282131799723,41.0,86.24516253519867,False,False,True,False,True,False
MS-SRV-362,2026-01-05 19:00:00,20.4976055570463,15.0,262.5139977755235,True,False,False,False,True,False
MS-SRV-203,2026-01-05 20:00:00,14.246628533521262,97.0,448.700503562916,False,False,True,False,True,False
MS-SRV-329,2026-01-05 21:00:00,48.27205343436817,15.0,344.7609111016276,False,True,False,False,True,False
MS-SRV-466,2026-01-05 22:00:00,89.35730477320811,12.0,0.0,True,False,False,False,True,False
MS-SRV-171,2026-01-05 23:00:00,92.74590497384312,112.0,41.43580698118273,False,True,False,False,True,False
MS-SRV-457,2026-01-06 00:00:00,25.558079546645907,98.0,191.8099027224801,False,False,True,False,True,False
MS-SRV-344,2026-01-06 01:00:00,59.42774543953848,18.0,336.87215126352254,True,False,False,False,True,False
MS-SRV-775,2026-01-06 02:00:00,72.51353526501346,54.0,476.40826706051416,True,False,False,False,True,False
MS-SRV-307,2026-01-06 03:00:00,29.7164321813314,81.0,382.3160759866478,True,False,False,False,True,False
MS-SRV-326,2026-01-06 04:00:00,25.14085063755101,14.0,93.7812095644964,False,False,False,True,False,True
MS-SRV-551,2026-01-06 05:00:00,84.40655146219635,49.0,363.9222722267692,False,True,False,False,True,False
MS-SRV-950,2026-01-06 06:00:00,30.65376849114848,89.0,52.2149348032381,False,False,True,False,True,False
MS-SRV-561,2026-01-06 07:00:00,34.85288763565426,89.0,215.76457427340955,False,False,True,False,True,False
MS-SRV-146,2026-01-06 08:00:00,17.220503653190406,20.0,324.46108033944955,False,False,True,False,True,False
MS-SRV-743,2026-01-06 09:00:00,75.16397001708778,23.0,87.08055144109143,True,False,False,False,True,False
MS-SRV-658,2026-01-06 10:00:00,51.35416646079182,5.0,58.22266140870518,True,False,False,False,True,False
MS-SRV-608,2026-01-06 11:00:00,54.27549484869986,105.0,455.1303323981607,True,False,False,False,True,False
MS-SRV-897,2026-01-06 12:00:00,39.2665376205197,11.0,126.1430954970301,False,False,True,False,True,False
MS-SRV-570,2026-01-06 13:00:00,92.42026922979336,64.0,48.9514016181377,False,True,False,False,True,False
MS-SRV-249,2026-01-06 14:00:00,21.76222600843755,87.0,52.93752971845983,True,False,False,False,True,False
MS-SRV-478,2026-01-06 15:00:00,85.87272364729093,93.0,439.779737554048,False,False,False,True,True,False
MS-SRV-121,2026-01-06 16:00:00,91.86158555776473,5.0,154.7731707260352,False,False,True,False,False,True
MS-SRV-565,2026-01-06 17:00:00,98.56251503399562,48.0,153.3441403840763,False,False,True,False,True,False
MS-SRV-635,2026-01-06 18:00:00,59.74265929584992,22.0,209.0495607418528,False,False,True,False,True,False
MS-SRV-335,2026-01-06 19:00:00,28.877669832428843,59.0,180.3697620041212,False,False,True,False,True,False
MS-SRV-354,2026-01-06 20:00:00,93.86209219731845,48.0,96.01779537660138,False,False,True,False,True,False
MS-SRV-483,2026-01-06 21:00:00,68.41901313086075,18.0,300.22628844990743,False,True,False,False,True,False
MS-SRV-194,2026-01-06 22:00:00,24.01216091396076,30.0,387.1035876590557,False,True,False,False,True,False
MS-SRV-456,2026-01-06 23:00:00,46.42855148982014,42.0,63.61265799309556,False,False,True,False,True,False
MS-SRV-811,2026-01-07 00:00:00,51.52380780772524,97.0,24.02403799980745,False,False,True,False,True,False
MS-SRV-888,2026-01-07 01:00:00,47.72736343221927,85.0,460.6017360840236,False,False,True,False,True,False
MS-SRV-639,2026-01-07 02:00:00,93.11435063891982,99.0,401.4344961368772,False,True,False,False,True,False
MS-SRV-105,2026-01-07 03:00:00,40.96448085539413,112.0,206.16296090066805,False,False,True,False,False,True
MS-SRV-405,2026-01-07 04:00:00,16.395237217071063,12.0,186.7242104747292,True,False,False,False,True,False
MS-SRV-803,2026-01-07 06:00:00,12.117911731600906,79.0,273.8085717068664,False,False,False,True,True,False
MS-SRV-182,2026-01-07 07:00:00,15.202416242691257,43.0,499.8737791949067,False,False,True,False,True,False
MS-SRV-689,2026-01-07 08:00:00,39.24780706575815,94.0,121.2544730747532,False,False,False,True,True,False
MS-SRV-458,2026-01-07 09:00:00,68.19182221972676,54.0,0.0,False,False,True,False,True,False
MS-SRV-796,2026-01-07 11:00:00,94.40210208437746,105.0,258.9831480038247,False,False,True,False,True,False
MS-SRV-995,2026-01-07 12:00:00,29.366033512945503,63.0,26.34482662713858,False,True,False,False,True,False
MS-SRV-483,2026-01-07 14:00:00,46.97160021831215,103.0,244.7066165549521,False,True,False,False,True,False
MS-SRV-661,2026-01-07 15:00:00,60.36334695507376,16.0,140.1894363145003,False,False,True,False,True,False
MS-SRV-955,2026-01-07 16:00:00,64.67480358804971,38.0,81.58728534569096,False,False,True,False,False,True
MS-SRV-152,2026-01-07 17:00:00,67.51317169032642,35.0,439.8916627767253,True,False,False,False,True,False
MS-SRV-497,2026-01-07 19:00:00,92.54909500804752,34.0,214.1675605068825,False,False,False,True,True,False
MS-SRV-380,2026-01-07 20:00:00,74.24123176815547,70.0,407.0063862851758,False,False,True,False,True,False
MS-SRV-504,2026-01-07 21:00:00,86.90081136811901,47.0,434.8547481229791,False,True,False,False,True,False
MS-SRV-792,2026-01-07 22:00:00,68.85549221337453,63.0,59.67525991050552,True,False,False,False,True,False
MS-SRV-928,2026-01-07 23:00:00,40.06833022939578,48.0,481.1733068408927,False,False,True,False,False,True
MS-SRV-915,2026-01-08 00:00:00,10.813551831713363,45.0,91.44626337641114,False,False,True,False,True,False
MS-SRV-470,2026-01-08 01:00:00,51.58616178407603,13.0,45.08170527103442,False,False,True,False,False,True
MS-SRV-385,2026-01-08 02:00:00,91.82379032150456,36.0,460.365075609292,False,False,True,False,True,False
MS-SRV-928,2026-01-08 03:00:00,18.26120953690959,82.0,137.8428996264703,False,True,False,False,True,False
MS-SRV-409,2026-01-08 04:00:00,19.92700544871881,115.0,340.56290714698343,True,False,False,False,False,True
MS-SRV-495,2026-01-08 05:00:00,88.55041612613876,63.0,314.3324773068296,True,False,False,False,True,False
MS-SRV-140,2026-01-08 06:00:00,28.871512413050805,119.0,87.88836137848719,True,False,False,False,True,False
MS-SRV-319,2026-01-08 07:00:00,10.09200491652511,54.0,93.68399750680578,False,False,True,False,False,True
MS-SRV-913,2026-01-08 08:00:00,42.6648360941804,50.0,256.0426981049372,True,False,False,False,True,False
MS-SRV-709,2026-01-08 09:00:00,48.1306500725467,48.0,403.6407729700383,False,False,True,False,True,False
MS-SRV-904,2026-01-08 10:00:00,72.2037716718688,109.0,251.3560350318345,True,False,False,False,True,False
MS-SRV-778,2026-01-08 11:00:00,52.76600402286216,83.0,388.3395893556104,False,False,True,False,True,False
MS-SRV-225,2026-01-08 13:00:00,18.646723568464157,113.0,341.7095141119799,False,False,False,True,True,False
MS-SRV-664,2026-01-08 14:00:00,31.602458626634323,51.0,64.02449664848726,False,False,False,True,True,False
MS-SRV-167,2026-01-08 15:00:00,68.33273181159026,126.0,436.9040213494048,False,False,True,False,True,False
MS-SRV-911,2026-01-08 16:00:00,73.21289889365445,24.0,54.389228243995895,False,True,False,False,True,False
MS-SRV-229,2026-01-08 17:00:00,15.347350069202909,71.0,62.69364301242448,True,False,False,False,True,False
MS-SRV-179,2026-01-08 18:00:00,70.99695540548674,33.0,457.5647344454618,False,False,True,False,True,False
MS-SRV-680,2026-01-08 19:00:00,70.96200529642836,72.0,115.49836411751804,False,False,True,False,True,False
MS-SRV-808,2026-01-08 20:00:00,91.91521142587033,115.0,386.6763452002539,False,False,True,False,True,False
MS-SRV-584,2026-01-08 21:00:00,77.30122589432897,127.0,99.90544612082375,False,False,False,True,True,False
MS-SRV-758,2026-01-08 23:00:00,27.3997700417765,90.0,58.3897456519249,False,False,True,False,True,False
MS-SRV-919,2026-01-09 00:00:00,26.00042831664188,22.0,381.0385796602858,False,False,True,False,True,False
MS-SRV-370,2026-01-09 01:00:00,34.29739963270728,73.0,233.7043650405872,True,False,False,False,False,True
MS-SRV-512,2026-01-09 02:00:00,61.28265930571989,21.0,339.3164066407165,False,False,True,False,True,False
MS-SRV-187,2026-01-09 03:00:00,16.447287771393814,113.0,49.357866752132914,True,False,False,False,True,False
MS-SRV-658,2026-01-09 04:00:00,35.97385645584732,8.0,254.71487694215165,False,False,True,False,True,False
MS-SRV-152,2026-01-09 05:00:00,87.78910282684893,87.0,184.28852177934024,False,False,True,False,False,True
MS-SRV-244,2026-01-09 06:00:00,33.28377922606592,48.0,321.15544467235327,False,False,False,True,True,False
MS-SRV-555,2026-01-09 07:00:00,69.73308737974673,11.0,153.5773245015308,False,False,True,False,True,False
MS-SRV-696,2026-01-09 08:00:00,18.825629096899284,67.0,224.1328111146071,False,True,False,False,True,False
MS-SRV-110,2026-01-09 09:00:00,26.174982196717146,56.0,321.11884034450173,True,False,False,False,True,False
MS-SRV-290,2026-01-09 10:00:00,26.543366673776653,50.0,125.27541186855416,False,False,False,True,True,False
MS-SRV-974,2026-01-09 11:00:00,95.77196566134708,74.0,421.9816659486005,False,False,False,True,True,False
MS-SRV-196,2026-01-09 12:00:00,11.82478557000652,114.0,348.4264637559812,False,False,False,True,False,True
MS-SRV-222,2026-01-09 13:00:00,63.17029662969309,62.0,121.6693571181,True,False,False,False,True,False
MS-SRV-335,2026-01-09 14:00:00,56.531744430403656,110.0,38.605939408588,True,False,False,False,True,False
MS-SRV-587,2026-01-09 15:00:00,17.939447648874758,42.0,338.6089751514603,False,True,False,False,True,False
MS-SRV-797,2026-01-09 16:00:00,62.39784810139354,67.0,434.9832110267514,False,False,True,False,True,False
MS-SRV-763,2026-01-09 17:00:00,22.394137108369527,76.0,201.098344101903,True,False,False,False,True,False
MS-SRV-570,2026-01-09 18:00:00,11.557134181200654,109.0,255.4261971781383,True,False,False,False,True,False
MS-SRV-569,2026-01-09 19:00:00,47.74160992290296,44.0,485.1584129371861,False,True,False,False,True,False
MS-SRV-126,2026-01-09 20:00:00,46.89837849127404,63.0,42.120696772626495,True,False,False,False,True,False
MS-SRV-176,2026-01-09 21:00:00,42.07426759307487,69.0,38.12639370941026,False,False,True,False,True,False
MS-SRV-678,2026-01-09 22:00:00,25.964731265061523,16.0,252.27962933688136,False,False,True,False,True,False
MS-SRV-332,2026-01-09 23:00:00,75.85899428615708,44.0,409.3080282010752,False,False,True,False,True,False
MS-SRV-757,2026-01-10 01:00:00,92.51690596944948,127.0,71.07474970723287,True,False,False,False,True,False
MS-SRV-805,2026-01-10 02:00:00,50.83557566409587,17.0,0.0,False,False,False,True,True,False
MS-SRV-797,2026-01-10 03:00:00,84.17392168176532,17.0,240.31555655334736,True,False,False,False,False,True
MS-SRV-870,2026-01-10 04:00:00,23.43300461988205,98.0,438.2661001967778,False,False,True,False,True,False
MS-SRV-150,2026-01-10 06:00:00,55.3268032299949,92.0,147.5225049392689,False,False,True,False,True,False
MS-SRV-934,2026-01-10 07:00:00,60.23280144211656,125.0,393.740830726635,False,False,True,False,True,False
MS-SRV-691,2026-01-10 09:00:00,75.46776284174129,114.0,438.87776196131216,True,False,False,False,True,False
MS-SRV-605,2026-01-10 10:00:00,56.56982669255491,127.0,71.31271404452549,False,False,True,False,True,False
MS-SRV-961,2026-01-10 11:00:00,23.50461181859252,58.0,153.9999136620189,False,False,True,False,True,False
MS-SRV-618,2026-01-10 12:00:00,60.71669153542182,51.0,14.361298818999469,False,False,True,False,True,False
MS-SRV-448,2026-01-10 13:00:00,14.826652524362633,52.0,397.7111402071112,False,False,True,False,True,False
MS-SRV-654,2026-01-10 14:00:00,94.8082594094527,106.0,82.75092743264348,True,False,False,False,True,False
MS-SRV-122,2026-01-10 15:00:00,81.05146667472435,117.0,0.0,False,False,True,False,True,False
MS-SRV-477,2026-01-10 16:00:00,12.33502606968538,90.0,373.9764368227499,False,True,False,False,True,False
MS-SRV-344,2026-01-10 17:00:00,37.06093991637429,89.0,218.7214132705431,True,False,False,False,True,False
MS-SRV-980,2026-01-10 18:00:00,50.38507796342802,63.0,195.9205510291331,True,False,False,False,True,False
MS-SRV-197,2026-01-10 20:00:00,12.135000697191696,90.0,316.4796031695848,False,False,True,False,True,False
MS-SRV-210,2026-01-10 21:00:00,34.71356417377972,93.0,230.45085745481404,False,False,True,False,True,False
MS-SRV-171,2026-01-10 22:00:00,47.44157205255521,59.0,6.058220874545221,True,False,False,False,True,False
MS-SRV-607,2026-01-10 23:00:00,87.87548367480755,68.0,422.3636587255765,False,False,True,False,True,False
MS-SRV-833,2026-01-11 01:00:00,66.93684923141991,60.0,248.8866820026833,False,False,True,False,True,False
MS-SRV-292,2026-01-11 02:00:00,61.81872980623311,92.0,405.3340183401865,False,False,True,False,True,False
MS-SRV-976,2026-01-11 03:00:00,19.64812226047408,111.0,89.21541940014417,False,False,True,False,True,False
MS-SRV-675,2026-01-11 04:00:00,71.19942942799162,119.0,325.1702273987006,True,False,False,False,True,False
MS-SRV-588,2026-01-11 05:00:00,33.812787560827275,119.0,78.24508220068661,False,True,False,False,True,False
MS-SRV-459,2026-01-11 06:00:00,43.69222277874128,31.0,436.4075325989333,False,False,False,True,True,False
MS-SRV-308,2026-01-11 07:00:00,52.37860141420725,119.0,142.95345253634716,False,False,True,False,True,False
MS-SRV-522,2026-01-11 08:00:00,29.226878942514947,41.0,122.13321541470984,False,False,True,False,False,True
MS-SRV-913,2026-01-11 09:00:00,44.620396674395415,98.0,369.1619336315319,True,False,False,False,True,False
MS-SRV-459,2026-01-11 10:00:00,90.26834278748356,63.0,426.4477218848292,True,False,False,False,True,False
MS-SRV-715,2026-01-11 11:00:00,20.209977373908124,44.0,460.22500781824624,False,False,False,True,False,True
MS-SRV-984,2026-01-11 12:00:00,98.5034942786904,112.0,435.8432324136553,True,False,False,False,True,False
MS-SRV-263,2026-01-11 13:00:00,22.459334372354316,93.0,245.1393855830545,False,False,True,False,True,False
MS-SRV-323,2026-01-11 15:00:00,62.890696114378045,63.0,350.9919913144625,False,False,True,False,True,False
MS-SRV-175,2026-01-11 16:00:00,52.97543602375814,50.0,67.10482974337961,True,False,False,False,True,False
MS-SRV-556,2026-01-11 17:00:00,10.601581005987462,82.0,201.4595251788456,False,False,True,False,True,False
MS-SRV-111,2026-01-11 18:00:00,35.62833418525466,70.0,279.02824290689847,False,False,True,False,True,False
MS-SRV-944,2026-01-11 19:00:00,62.860423391049565,29.0,196.96252581919856,False,False,True,False,True,False
MS-SRV-307,2026-01-11 20:00:00,40.80095891465994,23.0,367.3230048763058,False,False,True,False,True,False
MS-SRV-469,2026-01-11 21:00:00,64.52013218144415,30.0,173.81869947728646,True,False,False,False,False,True
MS-SRV-991,2026-01-11 22:00:00,68.69345171270012,9.0,32.85940132906403,False,False,True,False,True,False
MS-SRV-918,2026-01-11 23:00:00,43.3192656178536,30.0,78.20190998850384,False,False,True,False,True,False
MS-SRV-851,2026-01-12 00:00:00,63.17672707373446,75.0,124.09871301171988,False,False,True,False,True,False
MS-SRV-762,2026-01-12 01:00:00,34.25399218522554,22.0,358.99477361659945,False,False,True,False,True,False
MS-SRV-201,2026-01-12 02:00:00,84.14104157314424,38.0,164.0399807921882,True,False,False,False,True,False
MS-SRV-671,2026-01-12 03:00:00,29.37931778909452,65.0,461.7280665902738,False,False,False,True,True,False
MS-SRV-934,2026-01-12 04:00:00,57.11211457846822,95.0,372.12440311048425,True,False,False,False,True,False
MS-SRV-458,2026-01-12 05:00:00,41.85413746081509,50.0,73.82319187823927,False,False,True,False,True,False
MS-SRV-590,2026-01-12 06:00:00,38.26247539514115,68.0,262.20676795187586,True,False,False,False,True,False
MS-SRV-734,2026-01-12 07:00:00,50.915859046138245,53.0,264.2612227309038,False,False,True,False,True,False
MS-SRV-101,2026-01-12 08:00:00,71.44373406926914,119.0,415.9260586820077,False,False,True,False,False,True
MS-SRV-646,2026-01-12 09:00:00,51.533530672745954,9.0,53.27871545474202,False,False,True,False,True,False
